,Mult,OBS_STATUS,OBS_VALUE,Series,TIME_PERIOD,Type,Unit
18939,1000000,A,102238.00,DTCOLNHF_N.M,1992-02-29,NONREV,Currency
18940,1000000,A,100131.00,DTCOLNHF_N.M,1992-03-31,NONREV,Currency
18941,1000000,A,99677.00,DTCOLNHF_N.M,1992-04-30,NONREV,Currency
18942,1000000,A,97296.00,DTCOLNHF_N.M,1992-05-31,NONREV,Currency
18943,1000000,A,97551.00,DTCOLNHF_N.M,1992-06-30,NONREV,Currency
18944,1000000,A,97795.00,DTCOLNHF_N.M,1992-07-31,NONREV,Currency
18945,1000000,A,98112.00,DTCOLNHF_N.M,1992-08-31,NONREV,Currency
18946,1000000,A,97401.00,DTCOLNHF_N.M,1992-09-30,NONREV,Currency
18947,1000000,A,96779.00,DTCOLNHF_N.M,1992-10-31,NONREV,Currency
18948,1000000,A,96945.00,DTCOLNHF_N.M,1992-11-30,NONREV,Currency
18949,1000000,A,97332.00,DTCOLNHF_N.M,1992-12-31,NONREV,Currency
18950,1000000,A,95880.00,DTCOLNHF_N.M,1993-01-31,NONREV,Currency
18951,1000000,A,92236.00,DTCOLNHF_N.M,1993-02-28,NONREV,Currency
18952,1000000,A,91033.00,DTCOLNHF_N.M,1993-03-31,NONREV,Currency
18953,1000000,A,91343.00,DTCOLNHF_N.M,1993-04-30,NONREV,Currency
18954,1000000,A,86473.00,DTCOLNHF_N.M,1993-05-31,NONREV,Currency
18955,1000000,A,88292.00,DTCOLNHF_N.M,1993-06-30,NONREV,Currency
18956,1000000,A,89679.00,DTCOLNHF_N.M,1993-07-31,NONREV,Currency
18957,1000000,A,88303.00,DTCOLNHF_N.M,1993-08-31,NONREV,Currency
18958,1000000,A,88078.00,DTCOLNHF_N.M,1993-09-30,NONREV,Currency
18959,1000000,A,88473.00,DTCOLNHF_N.M,1993-10-31,NONREV,Currency
18960,1000000,A,90294.00,DTCOLNHF_N.M,1993-11-30,NONREV,Currency
18961,1000000,A,92834.00,DTCOLNHF_N.M,1993-12-31,NONREV,Currency
18962,1000000,A,93642.00,DTCOLNHF_N.M,1994-01-31,NONREV,Currency
18963,1000000,A,93971.00,DTCOLNHF_N.M,1994-02-28,NONREV,Currency
18964,1000000,A,95827.00,DTCOLNHF_N.M,1994-03-31,NONREV,Currency
18965,1000000,A,98297.00,DTCOLNHF_N.M,1994-04-30,NONREV,Currency
18966,1000000,A,97473.00,DTCOLNHF_N.M,1994-05-31,NONREV,Currency
18967,1000000,A,99364.00,DTCOLNHF_N.M,1994-06-30,NONREV,Currency
18968,1000000,A,98025.00,DTCOLNHF_N.M,1994-07-31,NONREV,Currency
